Filename;Title;Description;NbCopies;NbSelf;BACKGROUND;FEATHER;OUTWEAR;BEAK;HEADWEAR;EYES;EYEWEAR
1661;RugBerb #1661;Get Rugged;1;0;blue sky;BOOrb;none;moustache small;beanie;eyebrow;none
1662;RugBerb #1662;Get Rugged;1;0;Thunder;yellow;leather jacket black;small;none;normal;none
1663;RugBerb #1663;Get Rugged;1;0;doom gloom;black;none;big;witch hat;normal;snorkeling
1664;RugBerb #1664;Get Rugged;1;0;grey;green;cross necklace;small;Bullseye cap;normal;none
1665;RugBerb #1665;Get Rugged;1;0;purple;pink;green jacket;Moustache normal;apple;eyebrow;none
1666;RugBerb #1666;Get Rugged;1;0;Rain;green;chef;worm;none;machine;sleep mask 
1667;RugBerb #1667;Get Rugged;1;0;green chart;pink love;duck floaty;moustache small;none;normal;none
1668;RugBerb #1668;Get Rugged;1;0;purple;brown;leather jacket black;cigar;none;eyebrow;none
1669;RugBerb #1669;Get Rugged;1;0;Rain;brown;baseball jersey;big;none;crying;none
1670;RugBerb #1670;Get Rugged;1;0;doom gloom;blue;gold necklace;normal;none;normal;pink stars glasses
1671;RugBerb #1671;Get Rugged;1;0;purple;green;bowtie;small;GM;crying;none
1672;RugBerb #1672;Get Rugged;1;0;pink sky;brown;cross necklace;worm;headlamp;heart;none
1673;RugBerb #1673;Get Rugged;1;0;Rain;brown;none;worm;none;unibrow;red stylish glasses
1674;RugBerb #1674;Get Rugged;1;0;blue;blue;gold necklace;normal;none;unibrow;none
1675;RugBerb #1675;Get Rugged;1;0;Aries constellation;yellow;green jacket;moustache small;none;eyebrow;none
1676;RugBerb #1676;Get Rugged;1;0;doom gloom;black;karate uniform;Moustache normal;Viking;eyebrow;none
1677;RugBerb #1677;Get Rugged;1;0;beach;pink love;tracksuit navy blue;Moustache big;none;black red;none
1678;RugBerb #1678;Get Rugged;1;0;teal;not berb;none;worm;basquiat's crown;eyebrow;glasses
1679;RugBerb #1679;Get Rugged;1;0;grey;blue;tracksuit navy blue;Moustache big;none;normal;none
1680;RugBerb #1680;Get Rugged;1;0;blue;blue;green jacket;small;bowler hat;eyebrow;none
1681;RugBerb #1681;Get Rugged;1;0;graveyard;bone;purple jacket;none;pirate hat;none;none
1682;RugBerb #1682;Get Rugged;1;0;red chart;yellow belly;none;moustache small;none;normal;none
1683;RugBerb #1683;Get Rugged;1;0;purple;yellow;none;small;headband;normal;red stylish glasses
1684;RugBerb #1684;Get Rugged;1;0;purple;brown;clown outfit;moustache small;none;machine;sleep mask 
1685;RugBerb #1685;Get Rugged;1;0;grey;purple;green jacket;big;none;unibrow;none
1686;RugBerb #1686;Get Rugged;1;0;grey;black skull;pajamas blue holding pillow;pipe;none;eyebrow;none
1687;RugBerb #1687;Get Rugged;1;0;graveyard;bone;none;none;poisoned apple;none;none
1688;RugBerb #1688;Get Rugged;1;0;purple;yellow;bowtie;small;none;normal;none
1689;RugBerb #1689;Get Rugged;1;0;teal;not berb;duck floaty;moustache small;clown hat;normal;glasses
1690;RugBerb #1690;Get Rugged;1;0;teal;purple;white shirt;small;headband;heart;sleep mask 
1691;RugBerb #1691;Get Rugged;1;0;blue;grey;witch robe;pipe;bucket;black red;goggles
1692;RugBerb #1692;Get Rugged;1;0;blue;green;green jacket;small;none;unibrow;none
1693;RugBerb #1693;Get Rugged;1;0;doom gloom;black skull;none;normal;none;pumped up;none
1694;RugBerb #1694;Get Rugged;1;0;Space;blue;detective suit;normal;crown king;pumped up;none
1695;RugBerb #1695;Get Rugged;1;0;teal;grey;firefighter uniform;big;bucket;eyebrow;green stylish glasses
1696;RugBerb #1696;Get Rugged;1;0;doom gloom;purple;none;big;GM;normal;none
1697;RugBerb #1697;Get Rugged;1;0;Rain;brown;none;small;poisoned apple;eyebrow;glasses
1698;RugBerb #1698;Get Rugged;1;0;blue;BOOrb;tracksuit navy blue;worm;brain;unibrow;none
1699;RugBerb #1699;Get Rugged;1;0;purple;pink love;baseball jersey;normal;cowboy hat;heart;none
1700;RugBerb #1700;Get Rugged;1;0;purple;grey;sailor costume;small;construction hat;pumped up;glasses
1701;RugBerb #1701;Get Rugged;1;0;grey;grey;purple jacket;worm;top hat;rainbow laser;none
1702;RugBerb #1702;Get Rugged;1;0;sun;pink;none;cigar;cone;black red;pink stars glasses
1703;RugBerb #1703;Get Rugged;1;0;rainbow;brown;none;small;pirate hat;unibrow;3d glasses
1704;RugBerb #1704;Get Rugged;1;0;purple;green;pocho;small;none;normal;sleep mask 
1705;RugBerb #1705;Get Rugged;1;0;pink sky;grey;pink dress;small;Bullseye cap;normal;glasses
1706;RugBerb #1706;Get Rugged;1;0;purple;grey;clown outfit;big;crown king;normal;none
1707;RugBerb #1707;Get Rugged;1;0;blue;black skull;farmer outfit;gold normal;none;eyebrow;brown aviator
1708;RugBerb #1708;Get Rugged;1;0;Space;black skull;farmer outfit;silver;bucket;black red;none
1709;RugBerb #1709;Get Rugged;1;0;blue;black;none;worm;bucket;normal;none
1710;RugBerb #1710;Get Rugged;1;0;teal;purple;none;big;cop hat;unibrow;none
1711;RugBerb #1711;Get Rugged;1;0;blue sky;yellow belly;none;Moustache normal;GM;normal gold;monocle
1712;RugBerb #1712;Get Rugged;1;0;Rain;yellow;none;worm;baseball cap;not normal;none
1713;RugBerb #1713;Get Rugged;1;0;beach;purple;duck floaty;small;straw hat;normal;sunglasses smoll
1714;RugBerb #1714;Get Rugged;1;0;teal;grey;cop uniform;normal;none;red laser gold;none
1715;RugBerb #1715;Get Rugged;1;0;teal;grey;scarf;moustache small;headband;normal gold;none
1716;RugBerb #1716;Get Rugged;1;0;sun;blue;cop uniform;big;none;machine;goggles
1717;RugBerb #1717;Get Rugged;1;0;purple;blue;none;cigar;none;unibrow;none
1718;RugBerb #1718;Get Rugged;1;0;blue;yellow belly;none;Moustache normal;none;red laser gold;none
1719;RugBerb #1719;Get Rugged;1;0;Thunder;blue;clown outfit;small;none;black red;none
1720;RugBerb #1720;Get Rugged;1;0;beach;black;karate uniform;moustache small;apple;pumped up;none
1721;RugBerb #1721;Get Rugged;1;0;pink sky;stone;none;normal;RUG!;eyebrow;none
1722;RugBerb #1722;Get Rugged;1;0;Rain;yellow belly;scarf;big;frogi;eyebrow;sleep mask 
1723;RugBerb #1723;Get Rugged;1;0;doom gloom;grey;none;big;headset pink;normal;none
1724;RugBerb #1724;Get Rugged;1;0;grey;pink;pajamas blue holding pillow;big;rubber duck;eyebrow;none
1725;RugBerb #1725;Get Rugged;1;0;blue;black;white shirt;worm;bucket;eyebrow;goggles
1726;RugBerb #1726;Get Rugged;1;0;grey;black skull;tracksuit navy blue;big;none;eyebrow;none
1727;RugBerb #1727;Get Rugged;1;0;Rain;black skull;none;big;top hat;machine;none
1728;RugBerb #1728;Get Rugged;1;0;teal;purple;pink dress;normal;lamp;pumped up;none
1729;RugBerb #1729;Get Rugged;1;0;pink sky;black;leather jacket black;worm;pirate hat;red laser gold;goggles
1730;RugBerb #1730;Get Rugged;1;0;graveyard;black skull;cop uniform;pipe;none;black red;none
1731;RugBerb #1731;Get Rugged;1;0;teal;black;duck floaty;normal;leprechaun's hat;eyebrow;none
1732;RugBerb #1732;Get Rugged;1;0;teal;pink;karate uniform;small;none;unibrow;none
1733;RugBerb #1733;Get Rugged;1;0;Rain;black;duck floaty;Moustache normal;RUG!;crying;none
1734;RugBerb #1734;Get Rugged;1;0;purple;green;none;pipe;beanie;normal gold;none
1735;RugBerb #1735;Get Rugged;1;0;doom gloom;robot;cop uniform;moustache small;headset pink;unibrow;3d glasses
1736;RugBerb #1736;Get Rugged;1;0;purple;purple;chef;big;Viking;normal;3d glasses
1737;RugBerb #1737;Get Rugged;1;0;teal;purple;none;gold big;none;eyebrow;none
1738;RugBerb #1738;Get Rugged;1;0;Aries constellation;black;firefighter uniform;gold small;none;unibrow;none
1739;RugBerb #1739;Get Rugged;1;0;blue;pink;none;big;bucket;black red;3d glasses
1740;RugBerb #1740;Get Rugged;1;0;grey;black;sailor costume;small;sunny side up;black red;none
1741;RugBerb #1741;Get Rugged;1;0;Thunder;brown;tracksuit navy blue;normal;none;eyebrow;none
1742;RugBerb #1742;Get Rugged;1;0;pink sky;purple;none;big;plunger;eyebrow;none
1743;RugBerb #1743;Get Rugged;1;0;teal;green;purple jacket;silver;none;normal;none
1744;RugBerb #1744;Get Rugged;1;0;grey;blue;none;moustache small;leprechaun's hat;pumped up;none
1745;RugBerb #1745;Get Rugged;1;0;rainbow;green;none;pipe;apple;rainbow laser;none
1746;RugBerb #1746;Get Rugged;1;0;sun;stone;leather jacket black;worm;cone;unibrow;glasses
1747;RugBerb #1747;Get Rugged;1;0;Ninja;brown;green jacket;normal;none;normal;none
1748;RugBerb #1748;Get Rugged;1;0;doom gloom;pink;none;small;none;normal;none
1749;RugBerb #1749;Get Rugged;1;0;teal;black;gladiator armor;moustache small;pirate hat;normal;red stylish glasses
1750;RugBerb #1750;Get Rugged;1;0;Diplo Sky;pink;cross necklace;big;none;normal;none
1751;RugBerb #1751;Get Rugged;1;0;Aries constellation;grey;green jacket;Moustache normal;lamp;eyebrow;none
1752;RugBerb #1752;Get Rugged;1;0;Diplo Sky;stone;sailor costume;normal;Bullseye cap;crying;none
1753;RugBerb #1753;Get Rugged;1;0;doom gloom;black skull;medal;normal;cowboy hat;unibrow;none
1754;RugBerb #1754;Get Rugged;1;0;purple;purple;gladiator armor;Moustache normal;none;pumped up;none
1755;RugBerb #1755;Get Rugged;1;0;purple;blue;none;normal;none;normal;none
1756;RugBerb #1756;Get Rugged;1;0;blue;blue;pajamas blue holding pillow;normal;none;normal;sleep mask 
1757;RugBerb #1757;Get Rugged;1;0;sun;pink;pink dress;big;Viking;normal gold;glasses
1758;RugBerb #1758;Get Rugged;1;0;Thunder;brown;pocho;worm;none;normal;none
1759;RugBerb #1759;Get Rugged;1;0;doom gloom;black;baseball jersey;cigar;lamp;machine;none
1760;RugBerb #1760;Get Rugged;1;0;blue;green;firefighter uniform;cigar;leprechaun's hat;heart;none
1761;RugBerb #1761;Get Rugged;1;0;purple;pink;robe king;cigar;none;red laser gold;goggles
1762;RugBerb #1762;Get Rugged;1;0;teal;pink love;karate uniform;big;none;black red;none
1763;RugBerb #1763;Get Rugged;1;0;grey;grey;none;big;bucket;normal;pink stars glasses
1764;RugBerb #1764;Get Rugged;1;0;Thunder;purple glitch;clown outfit;small;cone;normal;none
1765;RugBerb #1765;Get Rugged;1;0;purple;brown;none;Moustache big;cavalier hat ;normal;none
1766;RugBerb #1766;Get Rugged;1;0;pink sky;robot;duck floaty;big;none;machine gold;sleep mask 
1767;RugBerb #1767;Get Rugged;1;0;grey;pink;firefighter uniform;normal;none;eyebrow;none
1768;RugBerb #1768;Get Rugged;1;0;sun;yellow belly;none;pipe;none;black red;goggles
1769;RugBerb #1769;Get Rugged;1;0;blue;purple;none;small;lamp;normal;none
1770;RugBerb #1770;Get Rugged;1;0;cancer constellation;not berb;none;Moustache normal;none;normal;eye patch
1771;RugBerb #1771;Get Rugged;1;0;teal;pink love;none;not normal;beanie;normal gold;none
1772;RugBerb #1772;Get Rugged;1;0;blue;green;bowtie;big;GM;eyebrow;none
1773;RugBerb #1773;Get Rugged;1;0;teal;pink love;none;moustache small;Sombrero hat;machine;none
1774;RugBerb #1774;Get Rugged;1;0;purple;green;cop uniform;big;none;normal;sunglasses
1775;RugBerb #1775;Get Rugged;1;0;purple;pink;clown outfit;moustache small;brain;eyebrow;none
1776;RugBerb #1776;Get Rugged;1;0;teal;green;none;normal;apple;normal;3d glasses
1777;RugBerb #1777;Get Rugged;1;0;blue sky;purple;cross necklace;Moustache normal;GM;normal;sleep mask 
1778;RugBerb #1778;Get Rugged;1;0;teal;brown;white shirt;not normal;none;unibrow;none
1779;RugBerb #1779;Get Rugged;1;0;grey;pink;pink dress;cigar;none;normal;eye patch
1780;RugBerb #1780;Get Rugged;1;0;Aries constellation;pink love;medal;small;GM;eyebrow;sunglasses smoll
1781;RugBerb #1781;Get Rugged;1;0;Rain;yellow belly;none;silver;Sombrero hat;red laser;none
1782;RugBerb #1782;Get Rugged;1;0;teal;pink;cop uniform;big;rubber duck;normal gold;none
1783;RugBerb #1783;Get Rugged;1;0;teal;brown;tracksuit navy blue;big;none;normal;none
1784;RugBerb #1784;Get Rugged;1;0;blue;purple;tracksuit navy blue;normal;none;normal;snorkeling
1785;RugBerb #1785;Get Rugged;1;0;purple;brown;none;small;pan;normal;brown aviator
1786;RugBerb #1786;Get Rugged;1;0;grey;purple;gladiator armor;Moustache normal;baseball cap;eyebrow;none
1787;RugBerb #1787;Get Rugged;1;0;Rain;purple;sailor costume;small;basquiat's crown;crying;none
1788;RugBerb #1788;Get Rugged;1;0;Rain;pink love;baseball jersey;Moustache big;poisoned apple;crying;goggles
1789;RugBerb #1789;Get Rugged;1;0;rainbow;yellow;cross necklace;normal;none;eyebrow;none
1790;RugBerb #1790;Get Rugged;1;0;blue;grey;none;big;none;eyebrow;none
1791;RugBerb #1791;Get Rugged;1;0;doom gloom;brown;none;big;poisoned apple;normal;none
1792;RugBerb #1792;Get Rugged;1;0;doom gloom;pink;karate uniform;small;Viking;normal;sunglasses
1793;RugBerb #1793;Get Rugged;1;0;Diplo Sky;pink;white shirt;normal;baseball cap;black red;none
1794;RugBerb #1794;Get Rugged;1;0;teal;purple;none;normal;GM;black red;none
1795;RugBerb #1795;Get Rugged;1;0;blue;grey;leather jacket black;big;Bullseye cap;pumped up;none
1796;RugBerb #1796;Get Rugged;1;0;purple;pink;green jacket;Moustache normal;none;unibrow;none
1797;RugBerb #1797;Get Rugged;1;0;teal;brown;gold necklace;worm;none;machine;none
1798;RugBerb #1798;Get Rugged;1;0;green chart;stone;bowtie;Moustache normal;none;unibrow;none
1799;RugBerb #1799;Get Rugged;1;0;Thunder;green;pink dress;pipe;none;unibrow;none
1800;RugBerb #1800;Get Rugged;1;0;pink sky;black skull;robe king;Moustache normal;beanie;black red;none
1801;RugBerb #1801;Get Rugged;1;0;teal;black;green jacket;silver;Sombrero hat;heart;pink stars glasses
1802;RugBerb #1802;Get Rugged;1;0;teal;blue;none;big;none;unibrow;none
1803;RugBerb #1803;Get Rugged;1;0;teal;grey;pink dress;small;none;eyebrow;none
1804;RugBerb #1804;Get Rugged;1;0;rainbow;brown;cross necklace;pipe;headlamp;eyebrow;sunglasses
1805;RugBerb #1805;Get Rugged;1;0;Thunder;blue;cross necklace;normal;none;normal;sunglasses smoll
1806;RugBerb #1806;Get Rugged;1;0;purple;blue;pajamas blue holding pillow;small;none;unibrow;red stylish glasses
1807;RugBerb #1807;Get Rugged;1;0;beach;blue;clown outfit;Moustache normal;frogi;eyebrow;none
1808;RugBerb #1808;Get Rugged;1;0;grey;yellow belly;karate uniform;small;apple;normal;none
1809;RugBerb #1809;Get Rugged;1;0;red chart;grey;bowtie;Moustache big;cavalier hat ;eyebrow;none
1810;RugBerb #1810;Get Rugged;1;0;pink sky;yellow;firefighter uniform;worm;pirate hat;normal;none
1811;RugBerb #1811;Get Rugged;1;0;Diplo Sky;stone;none;worm;none;normal;none
1812;RugBerb #1812;Get Rugged;1;0;Rain;yellow;none;cigar;apple;eyebrow;none
1813;RugBerb #1813;Get Rugged;1;0;blue;yellow;gold necklace;normal;Viking;eyebrow;none
1814;RugBerb #1814;Get Rugged;1;0;cancer constellation;yellow;farmer outfit;pipe;watermelon;heart;sleep mask 
1815;RugBerb #1815;Get Rugged;1;0;grey;black skull;white shirt;worm;cavalier hat ;eyebrow;pink stars glasses
1816;RugBerb #1816;Get Rugged;1;0;Space;blue;gladiator armor;silver;none;eyebrow;none
1817;RugBerb #1817;Get Rugged;1;0;doom gloom;brown;sailor costume;small;cone;heart;goggles
1818;RugBerb #1818;Get Rugged;1;0;Rain;green;karate uniform;silver;tiara pink;unibrow;none
1819;RugBerb #1819;Get Rugged;1;0;pink sky;pink love;tracksuit navy blue;normal;Pilot helmet;normal;none
1820;RugBerb #1820;Get Rugged;1;0;doom gloom;pink;detective suit;big;clown hat;crying;snorkeling
1821;RugBerb #1821;Get Rugged;1;0;doom gloom;yellow;none;small;top hat;eyebrow;eye patch
1822;RugBerb #1822;Get Rugged;1;0;grey;grey;none;small;none;normal;eye patch
1823;RugBerb #1823;Get Rugged;1;0;Thunder;pink;sailor costume;moustache small;none;heart;none
1824;RugBerb #1824;Get Rugged;1;0;blue;blue;none;big;none;unibrow;none
1825;RugBerb #1825;Get Rugged;1;0;Thunder;pink;pocho;Moustache big;none;pumped up;none
1826;RugBerb #1826;Get Rugged;1;0;doom gloom;pink;baseball jersey;worm;none;machine gold;goggles
1827;RugBerb #1827;Get Rugged;1;0;teal;gold;none;big;none;crying;sunglasses smoll
1828;RugBerb #1828;Get Rugged;1;0;pink sky;black;none;moustache small;none;crying;none
1829;RugBerb #1829;Get Rugged;1;0;blue;green;none;worm;none;eyebrow;eye patch
1830;RugBerb #1830;Get Rugged;1;0;grey;green;none;small;poisoned apple;crying;none
1831;RugBerb #1831;Get Rugged;1;0;sun;green;none;small;none;eyebrow;none
1832;RugBerb #1832;Get Rugged;1;0;purple;purple;leather jacket black;normal;clown hat;eyebrow;none
1833;RugBerb #1833;Get Rugged;1;0;grey;gold;none;Moustache big;none;eyebrow;none
1834;RugBerb #1834;Get Rugged;1;0;doom gloom;black skull;none;normal;Pilot helmet;normal;none
1835;RugBerb #1835;Get Rugged;1;0;teal;yellow;flower;small;none;eyebrow;none
1836;RugBerb #1836;Get Rugged;1;0;doom gloom;black;tracksuit navy blue;pipe;cone;normal;none
1837;RugBerb #1837;Get Rugged;1;0;purple;yellow;chef;big;poisoned apple;unibrow;none
1838;RugBerb #1838;Get Rugged;1;0;Rain;robot;gold necklace;silver;none;normal;none
1839;RugBerb #1839;Get Rugged;1;0;blue;purple;pajamas blue holding pillow;silver;Bullseye cap;normal;none
1840;RugBerb #1840;Get Rugged;1;0;green chart;stone;none;Moustache normal;Bullseye cap;normal;glasses
1841;RugBerb #1841;Get Rugged;1;0;Rain;brown;cop uniform;normal;lamp;machine;sleep mask 
1842;RugBerb #1842;Get Rugged;1;0;blue;brown;none;Moustache normal;headlamp;normal;none
1843;RugBerb #1843;Get Rugged;1;0;red chart;black skull;medal;big;sunny side up;crying;none
1844;RugBerb #1844;Get Rugged;1;0;teal;pink love;cop uniform;big;Pilot helmet;black red;none
1845;RugBerb #1845;Get Rugged;1;0;beach;purple;purple jacket;big;cop hat;normal;goggles
1846;RugBerb #1846;Get Rugged;1;0;pink sky;blue;cross necklace;worm;pirate hat;unibrow;none
1847;RugBerb #1847;Get Rugged;1;0;graveyard;grey;clown outfit;not normal;lamp;normal;none
1848;RugBerb #1848;Get Rugged;1;0;purple;grey;none;worm;rubber duck;unibrow;none
1849;RugBerb #1849;Get Rugged;1;0;graveyard;blue;karate uniform;normal;top hat;freezing beam;none
1850;RugBerb #1850;Get Rugged;1;0;blue;black;witch robe;small;none;machine;3d glasses
1851;RugBerb #1851;Get Rugged;1;0;purple;BOOrb;bowtie;normal;cone;unibrow;none
1852;RugBerb #1852;Get Rugged;1;0;teal;brown;white shirt;big;none;crying;none
1853;RugBerb #1853;Get Rugged;1;0;grey;pink;none;big;poisoned apple;machine;none
1854;RugBerb #1854;Get Rugged;1;0;cancer constellation;brown;pink dress;small;none;heart;brown aviator
1855;RugBerb #1855;Get Rugged;1;0;purple;pink;none;small;poisoned apple;normal;none
1856;RugBerb #1856;Get Rugged;1;0;Rain;yellow;gladiator armor;gold normal;gladiator helmet;crying;none
1857;RugBerb #1857;Get Rugged;1;0;sun;purple;firefighter uniform;Moustache normal;sunny side up;unibrow;red stylish glasses
1858;RugBerb #1858;Get Rugged;1;0;Space;blue;none;big;captain hat;black red;eye patch
1859;RugBerb #1859;Get Rugged;1;0;Rain;yellow;firefighter uniform;silver;none;black red;none
1860;RugBerb #1860;Get Rugged;1;0;Rain;pink;farmer outfit;silver;plunger;red laser gold;none
1861;RugBerb #1861;Get Rugged;1;0;blue;grey;pajamas blue holding pillow;Moustache normal;captain hat;pumped up;goggles
1862;RugBerb #1862;Get Rugged;1;0;grey;blue;green jacket;small;none;heart;sleep mask 
1863;RugBerb #1863;Get Rugged;1;0;graveyard;blue;firefighter uniform;small;none;black red;none
1864;RugBerb #1864;Get Rugged;1;0;rainbow;pink;none;Moustache big;top hat;red laser gold;none
1865;RugBerb #1865;Get Rugged;1;0;doom gloom;yellow;pajamas blue holding pillow;pipe;bucket;cyclops;none
1866;RugBerb #1866;Get Rugged;1;0;cancer constellation;black;none;Moustache big;cop hat;green laser;none
1867;RugBerb #1867;Get Rugged;1;0;teal;pink love;medal;big;plunger;eyebrow;goggles
1868;RugBerb #1868;Get Rugged;1;0;Aries constellation;robot;none;cigar;none;normal;none
1869;RugBerb #1869;Get Rugged;1;0;Rain;black;none;small;headset pink;pumped up;green stylish glasses
1870;RugBerb #1870;Get Rugged;1;0;cancer constellation;black;gold necklace;pipe;none;crying;sunglasses smoll
1871;RugBerb #1871;Get Rugged;1;0;blue;green;Astronaut;worm;none;eyebrow;sunglasses
1872;RugBerb #1872;Get Rugged;1;0;grey;grey;medal;normal;none;heart;green stylish glasses
1873;RugBerb #1873;Get Rugged;1;0;blue;pink;karate uniform;moustache small;bowler hat;eyebrow;none
1874;RugBerb #1874;Get Rugged;1;0;teal;yellow;tracksuit navy blue;big;Viking;normal;none
1875;RugBerb #1875;Get Rugged;1;0;teal;brown;none;big;chef hat;normal gold;snorkeling
1876;RugBerb #1876;Get Rugged;1;0;green chart;yellow;none;Moustache big;brain;unibrow;none
1877;RugBerb #1877;Get Rugged;1;0;blue;green;firefighter uniform;silver;construction hat;normal;none
1878;RugBerb #1878;Get Rugged;1;0;blue;green;none;normal;none;normal;brown aviator
1879;RugBerb #1879;Get Rugged;1;0;cancer constellation;grey;karate uniform;gold small;firefighter hat;normal;sunglasses
1880;RugBerb #1880;Get Rugged;1;0;doom gloom;blue;karate uniform;moustache small;none;eyebrow;none
1881;RugBerb #1881;Get Rugged;1;0;green chart;grey;green jacket;cigar;firefighter hat;heart;sleep mask 
1882;RugBerb #1882;Get Rugged;1;0;doom gloom;grey;detective suit;normal;none;pumped up;pink stars glasses
1883;RugBerb #1883;Get Rugged;1;0;teal;fire red;cross necklace;big;apple;pumped up;sunglasses
1884;RugBerb #1884;Get Rugged;1;0;purple;grey;none;small;none;black red;none
1885;RugBerb #1885;Get Rugged;1;0;blue;yellow belly;baseball jersey;Moustache normal;pajamas cap;crying;sunglasses
1886;RugBerb #1886;Get Rugged;1;0;Diplo Sky;brown;baseball jersey;big;none;pumped up;eye patch
1887;RugBerb #1887;Get Rugged;1;0;Aries constellation;purple;none;Moustache big;none;eyebrow;none
1888;RugBerb #1888;Get Rugged;1;0;Thunder;blue;scarf;small;none;black red;brown aviator
1889;RugBerb #1889;Get Rugged;1;0;teal;yellow;none;big;Sombrero hat;eyebrow;brown aviator
1890;RugBerb #1890;Get Rugged;1;0;purple;grey;leather jacket black;big;cavalier hat ;normal;none
1891;RugBerb #1891;Get Rugged;1;0;purple;brown;detective suit;small;none;eyebrow;eye patch
1892;RugBerb #1892;Get Rugged;1;0;teal;pink;none;moustache small;none;cyclops;goggles
1893;RugBerb #1893;Get Rugged;1;0;doom gloom;pink love;purple jacket;big;tiara pink;eyebrow;eye patch
1894;RugBerb #1894;Get Rugged;1;0;sun;green;chef;small;bucket;normal gold;none
1895;RugBerb #1895;Get Rugged;1;0;blue;black;purple jacket;normal;lamp;cyclops;none
1896;RugBerb #1896;Get Rugged;1;0;blue;grey;sailor costume;pipe;lamp;normal;sunglasses
1897;RugBerb #1897;Get Rugged;1;0;green chart;brown;tracksuit navy blue;small;pajamas cap;normal;sunglasses smoll
1898;RugBerb #1898;Get Rugged;1;0;Thunder;blue;tracksuit navy blue;Moustache big;Pilot helmet;normal;none
1899;RugBerb #1899;Get Rugged;1;0;Ninja;robot;baseball jersey;small;firefighter hat;normal gold;3d glasses
1900;RugBerb #1900;Get Rugged;1;0;teal;black;none;Moustache big;bowler hat;unibrow;none
1901;RugBerb #1901;Get Rugged;1;0;blue;grey;baseball jersey;Moustache normal;none;pumped up;none
1902;RugBerb #1902;Get Rugged;1;0;Thunder;purple;none;Moustache normal;none;eyebrow;none
1903;RugBerb #1903;Get Rugged;1;0;Thunder;grey;green jacket;Moustache normal;brain;eyebrow;none
1904;RugBerb #1904;Get Rugged;1;0;rainbow;black;none;moustache small;none;unibrow;none
1905;RugBerb #1905;Get Rugged;1;0;purple;pink;gladiator armor;normal;cop hat;normal;none
1906;RugBerb #1906;Get Rugged;1;0;blue;purple;scarf;not normal;none;rainbow laser;none
1907;RugBerb #1907;Get Rugged;1;0;doom gloom;pink;pink dress;small;frogi;heart;none
1908;RugBerb #1908;Get Rugged;1;0;blue sky;black;none;big;none;eyebrow;none
1909;RugBerb #1909;Get Rugged;1;0;Rain;blue;gold necklace;Moustache normal;crown king;cyclops;none
1910;RugBerb #1910;Get Rugged;1;0;grey;BOOrb;none;cigar;pajamas cap;pumped up;none
1911;RugBerb #1911;Get Rugged;1;0;grey;blue;cross necklace;small;halo;eyebrow;none
1912;RugBerb #1912;Get Rugged;1;0;sun;yellow;karate uniform;normal;cone;unibrow;none
1913;RugBerb #1913;Get Rugged;1;0;teal;pink;none;big;cop hat;heart;green stylish glasses
1914;RugBerb #1914;Get Rugged;1;0;Rain;brown;none;big;cone;green laser;eye patch
1915;RugBerb #1915;Get Rugged;1;0;teal;grey;none;big;apple;eyebrow;none
1916;RugBerb #1916;Get Rugged;1;0;Thunder;purple;bowtie;cigar;none;normal;sunglasses
1917;RugBerb #1917;Get Rugged;1;0;blue;black skull;green jacket;normal;none;eyebrow;none
1918;RugBerb #1918;Get Rugged;1;0;blue;yellow;pink dress;Moustache normal;watermelon;normal;none
1919;RugBerb #1919;Get Rugged;1;0;blue;green;firefighter uniform;Moustache big;Viking;normal gold;glasses
1920;RugBerb #1920;Get Rugged;1;0;green chart;blue;witch robe;big;none;eyebrow;glasses
1921;RugBerb #1921;Get Rugged;1;0;grey;blue;pink dress;cigar;none;normal;none
1922;RugBerb #1922;Get Rugged;1;0;Rain;black skull;none;cigar;pirate hat;normal;none
1923;RugBerb #1923;Get Rugged;1;0;purple;blue;crewneck sweatshirt: pink;big;Pilot helmet;pumped up;eye patch
1924;RugBerb #1924;Get Rugged;1;0;purple;green;baseball jersey;Moustache normal;Viking;unibrow;sleep mask 
1925;RugBerb #1925;Get Rugged;1;0;purple;grey;white shirt;pipe;top hat;black red;pink stars glasses
1926;RugBerb #1926;Get Rugged;1;0;doom gloom;robot;duck floaty;big;top hat;normal;sunglasses
1927;RugBerb #1927;Get Rugged;1;0;grey;stone;gladiator armor;normal;cop hat;normal;sleep mask 
1928;RugBerb #1928;Get Rugged;1;0;rainbow;yellow;none;pipe;cone;eyebrow;3d glasses
1929;RugBerb #1929;Get Rugged;1;0;graveyard;purple glitch;none;normal;none;black red;none
1930;RugBerb #1930;Get Rugged;1;0;teal;yellow;cop uniform;silver;brain;machine gold;none
1931;RugBerb #1931;Get Rugged;1;0;teal;green;clown outfit;moustache small;none;normal;none
1932;RugBerb #1932;Get Rugged;1;0;purple;black;bowtie;big;none;eyebrow;none
1933;RugBerb #1933;Get Rugged;1;0;Thunder;grey;pink dress;normal;headband;normal;none
1934;RugBerb #1934;Get Rugged;1;0;grey;green;none;normal;none;unibrow;none
1935;RugBerb #1935;Get Rugged;1;0;pink sky;green;firefighter uniform;normal;chef hat;eyebrow;none
1936;RugBerb #1936;Get Rugged;1;0;Rain;blue;pocho;small;pirate hat;normal gold;sleep mask 
1937;RugBerb #1937;Get Rugged;1;0;blue;pink;sailor costume;normal;none;freezing beam;none
